Date of Download: 2023-07-12_21:10:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:all  Trait List:  Trial List:10602,10601,9115,9116,10600,10576,11389,11388,11391,11390  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Cassava mosaic disease severity|at harvesting|COMP:0000294,branching level counting|CO_334:0000079,cassava mosaic disease severity 1-month evaluation|CO_334:0000191,cassava mosaic disease severity 12-month evaluation|CO_334:0000199,cassava mosaic disease severity 3-month evaluation|CO_334:0000192,cassava mosaic disease severity 6-month evaluation|CO_334:0000194,cassava mosaic disease severity 9-month evaluation|CO_334:0000193,cassava mosaic disease severity|month 10|COMP:0000260,dry matter content by specific gravity method|CO_334:0000160,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh shoot weight measurement in kg per plot|CO_334:0000016,fresh storage root weight per plot|CO_334:0000012,harvest index variable|CO_334:0000015,marketable root number counting|CO_334:0000169,number of planted stakes per plant counting|CO_334:0000300,number of planted stakes per plot counting|CO_334:0000159,plant height measurement in cm|CO_334:0000018,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root number per plant counting|CO_334:0002128,root number per plot counting|CO_334:0000011,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,starch content percentage|CO_334:0000071,notes
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842378,HLS15,,plot,3661247,2021100MDAYT_phuy_rep1_HLS15_39,1,1,39,5,3,test,,,0,1.1,,1.25,,,3.6,4.288888889,143.3333333,22.22222222,,,0.666666667,,,25,143.3333333,,,,,,,19.3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,390,IITA-TMS-IBA920057,"92/0057,920057,I920057,TMS 92/0057,TMS920057,TMS-I920057",plot,3661302,2021100MDAYT_phuy_rep1_IITA-TMS-IBA920057_56,1,1,56,7,2,test,,,0,1,,1,,,1,4.906666667,304.6666667,25.55555556,,,0.555555556,,,25,304.6666667,,,,,,,19.2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,700,IITA-TMS-IBA972205,"97/2205,I972205,TMS 97/2205,TMS972205,TMS-I972205",plot,3661276,2021100MDAYT_phuy_rep1_IITA-TMS-IBA972205_38,1,1,38,5,2,test,,,1.666666667,1,,1,,,1,2.933333333,146.3333333,17.77777778,,,0.5,,,25,245,,,,,,,16.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,700,IITA-TMS-IBA972205,"97/2205,I972205,TMS 97/2205,TMS972205,TMS-I972205",plot,3661288,2021100MDAYT_phuy_rep1_IITA-TMS-IBA972205_74,1,1,74,9,2,test,,,0.666666667,1,,1,,,1,5.24,44,40,,,0.580645161,,,25,222.6666667,,,,,,,13.1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,723,IITA-TMS-IBA980581,"98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581",plot,3661264,2021100MDAYT_phuy_rep1_IITA-TMS-IBA980581_10,1,1,10,2,1,test,,,1,1,,1,,,1,0.755555556,138,4.444444444,,,0.5,,,25,271.3333333,,,,,,,17," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2864209,KM140,,plot,3661267,2021100MDAYT_phuy_rep1_KM140_3,1,1,3,1,3,check,,,0,1.55,,1.764705882,,,4,3.666666667,153.6666667,22.22222222,,,0.714285714,,,25,153.6666667,,,,,,,16.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842379,KM419,,plot,3661285,2021100MDAYT_phuy_rep1_KM419_57,1,1,57,7,3,check,,,0.333333333,1.789473684,,2.0625,,,3,3.437777778,114,14.44444444,,,0.684210526,,,25,154.6666667,,,,,,,23.8," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,3661243,KM505-4,,plot,3661322,2021100MDAYT_phuy_rep1_KM505-4_29,1,1,29,4,2,test,,,1.333333333,1.375,,1.733333333,,,4,1.768,168.6666667,11.55555556,,,0.619047619,,,25,180.3333333,,,,,,,15.3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,3661244,KM505-54,,plot,3661286,2021100MDAYT_phuy_rep1_KM505-54_11,1,1,11,2,2,test,,,0,1.222222222,,1.333333333,,,4,4.033333333,137.6666667,24.44444444,,,0.785714286,,,25,137.6666667,,,,,,,16.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,3661245,KM94-1,,plot,3661309,2021100MDAYT_phuy_rep1_KM94-1_55,1,1,55,7,1,test,,,0.333333333,1.333333333,,2,,,3,,48.66666667,10,,,0.692307692,,,25,217.6666667,,,,,,,," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842216,KM94,,plot,3661292,2021100MDAYT_phuy_rep1_KM94_46,1,1,46,6,1,check,,,0.333333333,1,,1.333333333,,,2.333333333,2.788888889,46.33333333,11.11111111,,,0.476190476,,,25,239.6666667,,,,,,,25.1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,39671,TMEB419,"GBAZEKOUTE,OBAMA,TME 419",plot,3661287,2021100MDAYT_phuy_rep1_TMEB419_37,1,1,37,5,1,test,,,0.333333333,1.071428571,,1.071428571,,,1.454545455,1.997111111,74.33333333,9.555555556,,,0.589041096,,,25,243.6666667,,,,,,,20.9," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842258,VN19-1432,,plot,3661296,2021100MDAYT_phuy_rep1_VN19-1432_48,1,1,48,6,3,test,,,1.666666667,1.0625,,1.0625,,,1.071428571,3.022222222,161.3333333,17.77777778,,,0.470588235,,,25,242.6666667,,,,,,,17," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842272,VN19-1572,,plot,3661313,2021100MDAYT_phuy_rep1_VN19-1572_12,1,1,12,2,3,test,,,1,1.105263158,,1.105263158,,,2.210526316,3.086222222,77.66666667,14.22222222,,,0.315270936,,,25,239.6666667,,,,,,,21.7," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842283,VN19-1805,,plot,3661301,2021100MDAYT_phuy_rep1_VN19-1805_66,1,1,66,8,3,test,,,2,1.052631579,,1,,,1.166666667,3.664444444,167,21.55555556,,,0.507853403,,,25,258.3333333,,,,,,,17," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842311,VN19-2741,,plot,3661254,2021100MDAYT_phuy_rep1_VN19-2741_19,1,1,19,3,1,test,,,0,1,,1,,,1.6875,2.115555556,217,15.55555556,,,0.583333333,,,25,217,,,,,,,13.6," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842340,VN19-442,,plot,3661307,2021100MDAYT_phuy_rep1_VN19-442_30,1,1,30,4,3,test,,,0,1.066666667,,1.142857143,,,1.214285714,2.672222222,250,14.44444444,,,0.619047619,,,25,250,,,,,,,18.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2731984,AR18-1,,plot,3661308,2021100MDAYT_phuy_rep2_AR18-1_76,2,2,76,9,4,test,,,2,1,,1,,,1,3.8,215.6666667,20,,,0.5,,,25,270,,,,,,,19," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,61468,AR35-1,,plot,3661291,2021100MDAYT_phuy_rep2_AR35-1_22,2,2,22,3,4,test,,,2.333333333,1,,1,,,1,3.5,130,20,,,0.642857143,,,25,193,,,,,,,17.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2732001,AR9-48,,plot,3661317,2021100MDAYT_phuy_rep2_AR9-48_68,2,2,68,8,5,test,,,2,1,,1,,,1,8.075555556,168,35.11111111,,,0.568345324,,,25,264,,,,,,,23," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2732004,AR9-63,,plot,3661283,2021100MDAYT_phuy_rep2_AR9-63_49,2,2,49,6,4,test,,,3,1.052631579,,1.052631579,,,1.222222222,4.693333333,119.6666667,17.77777778,,,0.519480519,,,25,200,,,,,,,26.4," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,61463,CR13-8,,plot,3661320,2021100MDAYT_phuy_rep2_CR13-8_14,2,2,14,2,5,test,,,2,1,,1,,,1,4.7,169.3333333,20,,,0.5625,,,25,226.3333333,,,,,,,23.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2732020,CR24-16,,plot,3661272,2021100MDAYT_phuy_rep2_CR24-16_42,2,2,42,5,6,test,,,0,1.058823529,,1.058823529,,,1.058823529,3.577777778,175.6666667,15.55555556,,,0.583333333,,,25,175.6666667,,,,,,,23," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2732022,CR25-4,,plot,3661315,2021100MDAYT_phuy_rep2_CR25-4_32,2,2,32,4,5,test,,,0.333333333,1,,1,,,1,3.344444444,83,15.55555556,,,0.5,,,25,235,,,,,,,21.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,42444,CR60B10,CR60B-10,plot,3661298,2021100MDAYT_phuy_rep2_CR60B-10_77,2,2,77,9,5,test,,,4.333333333,1,,1,,,1,4.16,45,20,,,0.36,,,25,234.3333333,,,,,,,20.8," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842215,HL-S11,,plot,3661249,2021100MDAYT_phuy_rep2_HL-S11_5,2,2,5,1,5,check,,,0,1.05,,1.647058824,,,4,4.728888889,150,16.88888889,,,0.539007092,,,25,150,,,,,,,28," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,3661242,HL-S14,,plot,3661250,2021100MDAYT_phuy_rep2_HL-S14_33,2,2,33,4,6,test,,,0.666666667,1.210526316,,1.833333333,,,4,4.2,81.33333333,23.33333333,,,0.668789809,,,25,170.6666667,,,,,,,18," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842378,HLS15,,plot,3661265,2021100MDAYT_phuy_rep2_HLS15_13,2,2,13,2,4,test,,,0,1.1,,1.15,,,4,3.377777778,155.3333333,17.77777778,,,0.666666667,,,25,155.3333333,,,,,,,19," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,390,IITA-TMS-IBA920057,"92/0057,920057,I920057,TMS 92/0057,TMS920057,TMS-I920057",plot,3661258,2021100MDAYT_phuy_rep2_IITA-TMS-IBA920057_31,2,2,31,4,4,test,,,0,1,,1,,,1,4.420888889,282.3333333,21.77777778,,,0.466666667,,,25,282.3333333,,,,,,,20.3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,700,IITA-TMS-IBA972205,"97/2205,I972205,TMS 97/2205,TMS972205,TMS-I972205",plot,3661269,2021100MDAYT_phuy_rep2_IITA-TMS-IBA972205_15,2,2,15,2,6,test,,,1.333333333,1,,1,,,1,1.444444444,124.3333333,11.11111111,,,0.609756098,,,25,204.3333333,,,,,,,13," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,700,IITA-TMS-IBA972205,"97/2205,I972205,TMS 97/2205,TMS972205,TMS-I972205",plot,3661282,2021100MDAYT_phuy_rep2_IITA-TMS-IBA972205_23,2,2,23,3,5,test,,,0.333333333,1,,1,,,1,3.54,29.33333333,26.22222222,,,0.702380952,,,25,146,,,,,,,13.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,723,IITA-TMS-IBA980581,"98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581",plot,3661262,2021100MDAYT_phuy_rep2_IITA-TMS-IBA980581_4,2,2,4,1,4,test,,,0,1,,1,,,1,3.898222222,192.6666667,21.77777778,,,0.620253165,,,25,192.6666667,,,,,,,17.9," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2864209,KM140,,plot,3661293,2021100MDAYT_phuy_rep2_KM140_51,2,2,51,6,6,check,,,0,1.222222222,,1.705882353,,,4,4.472222222,179.6666667,25.55555556,,,0.741935484,,,25,179.6666667,,,,,,,17.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842379,KM419,,plot,3661300,2021100MDAYT_phuy_rep2_KM419_41,2,2,41,5,5,check,,,1,1.9,,2,,,2.4,3.671111111,103,15.55555556,,,0.583333333,,,25,138,,,,,,,23.6," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,3661243,KM505-4,,plot,3661248,2021100MDAYT_phuy_rep2_KM505-4_6,2,2,6,1,6,test,,,0,1.2,,1.526315789,,,4,4,150.3333333,22.22222222,,,0.666666667,,,25,150.3333333,,,,,,,18," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,3661244,KM505-54,,plot,3661268,2021100MDAYT_phuy_rep2_KM505-54_60,2,2,60,7,6,test,,,0,1.105263158,,1.315789474,,,3.105263158,5.201777778,160.6666667,34.22222222,,,0.773869347,,,25,160.6666667,,,,,,,15.2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,3661245,KM94-1,,plot,3661325,2021100MDAYT_phuy_rep2_KM94-1_69,2,2,69,8,6,test,,,0.333333333,1.105263158,,1,,,2.684210526,6.176666667,131,24.22222222,,,0.707792208,,,25,167.3333333,,,,,,,25.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,2842216,KM94,,plot,3661270,2021100MDAYT_phuy_rep2_KM94_58,2,2,58,7,4,check,,,0,1.05,,1.15,,,2.1,8.88,198.6666667,32.88888889,,,0.678899083,,,25,198.6666667,,,,,,,27," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9115,2021100MDAYT_phuy,2021100MDAYT_phuy,RCBD,3,5,,no,no,2021-January-27,2021-December-01,469,Phu Yen,39671,TMEB419,"GBAZEKOUTE,OBAMA,TME 419",plot,3661251,2021100MDAYT_phuy_rep2_TMEB419_24,2,2,24,3,6,test,,,0.333333333,1,,1,,,1.210526316,7.644444444,72.33333333,35.55555556,,,0.666666667,,,25,231.3333333,,,,,,,21.5," (Operator: lizbethpino, Time: )"
