"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","CMD_harvest","branch_number","CMD_1mon","CMD_12mon","CMD_3mon","CMD_6mon","CMD_9mon","CMD_10mon","DM_gravity","height_1st_branch","yield_ha","shoot_weight_plot","root_weight_plot","harvest_index","root_number_commercial","stake_plant","planted_number_plot","height","harvest_number","root_skin_color1_3","root_plant_number","root_number","root_rot_number","germinated_number_plot","starch_content","starch_yield_ha","DM_yield_ha"
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_HLS15_39",1,39,5,3,"test"," (Operator: lizbethpino, Time: )","HLS15","test",3.6,0,1.1,NA,1.25,NA,NA,3.6,4.288888889,143.3333333,22.22222222,NA,NA,0.666666667,NA,NA,25,143.3333333,NA,NA,NA,NA,NA,NA,19.3,4.28888888846,0.953086419682469
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","92/0057,920057,I920057,TMS 92/0057,TMS920057,TMS-I920057","2021100MDAYT_phuy_rep1_IITA-TMS-IBA920057_56",1,56,7,2,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA920057","test",1,0,1,NA,1,NA,NA,1,4.906666667,304.6666667,25.55555556,NA,NA,0.555555556,NA,NA,25,304.6666667,NA,NA,NA,NA,NA,NA,19.2,4.90666666752,1.25392592622919
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","97/2205,I972205,TMS 97/2205,TMS972205,TMS-I972205","2021100MDAYT_phuy_rep1_IITA-TMS-IBA972205_38",1,38,5,2,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA972205","test",1,1.666666667,1,NA,1,NA,NA,1,2.933333333,146.3333333,17.77777778,NA,NA,0.5,NA,NA,25,245,NA,NA,NA,NA,NA,NA,16.5,2.9333333337,0.521481481487407
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","97/2205,I972205,TMS 97/2205,TMS972205,TMS-I972205","2021100MDAYT_phuy_rep1_IITA-TMS-IBA972205_74",1,74,9,2,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA972205","test",1,0.666666667,1,NA,1,NA,NA,1,5.24,44,40,NA,NA,0.580645161,NA,NA,25,222.6666667,NA,NA,NA,NA,NA,NA,13.1,5.24,2.096
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2021100MDAYT_phuy_rep1_IITA-TMS-IBA980581_10",1,10,2,1,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA980581","test",1,1,1,NA,1,NA,NA,1,0.755555556,138,4.444444444,NA,NA,0.5,NA,NA,25,271.3333333,NA,NA,NA,NA,NA,NA,17,0.75555555548,0.0335802469299753
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_KM140_3",1,3,1,3,"check"," (Operator: lizbethpino, Time: )","KM140","test",4,0,1.55,NA,1.764705882,NA,NA,4,3.666666667,153.6666667,22.22222222,NA,NA,0.714285714,NA,NA,25,153.6666667,NA,NA,NA,NA,NA,NA,16.5,3.6666666663,0.814814814807407
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_KM419_57",1,57,7,3,"check"," (Operator: lizbethpino, Time: )","KM419","test",3,0.333333333,1.789473684,NA,2.0625,NA,NA,3,3.437777778,114,14.44444444,NA,NA,0.684210526,NA,NA,25,154.6666667,NA,NA,NA,NA,NA,NA,23.8,3.43777777672,0.496567901113877
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_KM505-4_29",1,29,4,2,"test"," (Operator: lizbethpino, Time: )","KM505-4","test",4,1.333333333,1.375,NA,1.733333333,NA,NA,4,1.768,168.6666667,11.55555556,NA,NA,0.619047619,NA,NA,25,180.3333333,NA,NA,NA,NA,NA,NA,15.3,1.76800000068,0.2043022223008
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_KM505-54_11",1,11,2,2,"test"," (Operator: lizbethpino, Time: )","KM505-54","test",4,0,1.222222222,NA,1.333333333,NA,NA,4,4.033333333,137.6666667,24.44444444,NA,NA,0.785714286,NA,NA,25,137.6666667,NA,NA,NA,NA,NA,NA,16.5,4.0333333326,0.985925925665185
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_KM94-1_55",1,55,7,1,"test"," (Operator: lizbethpino, Time: )","KM94-1","test",3,0.333333333,1.333333333,NA,2,NA,NA,3,NA,48.66666667,10,NA,NA,0.692307692,NA,NA,25,217.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_KM94_46",1,46,6,1,"check"," (Operator: lizbethpino, Time: )","KM94","test",2.333333333,0.333333333,1,NA,1.333333333,NA,NA,2.333333333,2.788888889,46.33333333,11.11111111,NA,NA,0.476190476,NA,NA,25,239.6666667,NA,NA,NA,NA,NA,NA,25.1,2.78888888861,0.309876543191235
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","GBAZEKOUTE,OBAMA,TME 419","2021100MDAYT_phuy_rep1_TMEB419_37",1,37,5,1,"test"," (Operator: lizbethpino, Time: )","TMEB419","test",1.454545455,0.333333333,1.071428571,NA,1.071428571,NA,NA,1.454545455,1.997111111,74.33333333,9.555555556,NA,NA,0.589041096,NA,NA,25,243.6666667,NA,NA,NA,NA,NA,NA,20.9,1.997111111204,0.190835061726654
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_VN19-1432_48",1,48,6,3,"test"," (Operator: lizbethpino, Time: )","VN19-1432","test",1.071428571,1.666666667,1.0625,NA,1.0625,NA,NA,1.071428571,3.022222222,161.3333333,17.77777778,NA,NA,0.470588235,NA,NA,25,242.6666667,NA,NA,NA,NA,NA,NA,17,3.0222222226,0.537283950644938
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_VN19-1572_12",1,12,2,3,"test"," (Operator: lizbethpino, Time: )","VN19-1572","test",2.210526316,1,1.105263158,NA,1.105263158,NA,NA,2.210526316,3.086222222,77.66666667,14.22222222,NA,NA,0.315270936,NA,NA,25,239.6666667,NA,NA,NA,NA,NA,NA,21.7,3.08622222174,0.438929382615862
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_VN19-1805_66",1,66,8,3,"test"," (Operator: lizbethpino, Time: )","VN19-1805","test",1.166666667,2,1.052631579,NA,1,NA,NA,1.166666667,3.664444444,167,21.55555556,NA,NA,0.507853403,NA,NA,25,258.3333333,NA,NA,NA,NA,NA,NA,17,3.6644444452,0.789891358091753
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_VN19-2741_19",1,19,3,1,"test"," (Operator: lizbethpino, Time: )","VN19-2741","test",1.6875,0,1,NA,1,NA,NA,1.6875,2.115555556,217,15.55555556,NA,NA,0.583333333,NA,NA,25,217,NA,NA,NA,NA,NA,NA,13.6,2.11555555616,0.329086419916247
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep1_VN19-442_30",1,30,4,3,"test"," (Operator: lizbethpino, Time: )","VN19-442","test",1.214285714,0,1.066666667,NA,1.142857143,NA,NA,1.214285714,2.672222222,250,14.44444444,NA,NA,0.619047619,NA,NA,25,250,NA,NA,NA,NA,NA,NA,18.5,2.6722222214,0.385987654170123
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_AR18-1_76",2,76,9,4,"test"," (Operator: lizbethpino, Time: )","AR18-1","test",1,2,1,NA,1,NA,NA,1,3.8,215.6666667,20,NA,NA,0.5,NA,NA,25,270,NA,NA,NA,NA,NA,NA,19,3.8,0.76
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_AR35-1_22",2,22,3,4,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",1,2.333333333,1,NA,1,NA,NA,1,3.5,130,20,NA,NA,0.642857143,NA,NA,25,193,NA,NA,NA,NA,NA,NA,17.5,3.5,0.7
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_AR9-48_68",2,68,8,5,"test"," (Operator: lizbethpino, Time: )","AR9-48","test",1,2,1,NA,1,NA,NA,1,8.075555556,168,35.11111111,NA,NA,0.568345324,NA,NA,25,264,NA,NA,NA,NA,NA,NA,23,8.0755555553,2.83541728401694
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_AR9-63_49",2,49,6,4,"test"," (Operator: lizbethpino, Time: )","AR9-63","test",1.222222222,3,1.052631579,NA,1.052631579,NA,NA,1.222222222,4.693333333,119.6666667,17.77777778,NA,NA,0.519480519,NA,NA,25,200,NA,NA,NA,NA,NA,NA,26.4,4.69333333392,0.834370370415408
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_CR13-8_14",2,14,2,5,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",1,2,1,NA,1,NA,NA,1,4.7,169.3333333,20,NA,NA,0.5625,NA,NA,25,226.3333333,NA,NA,NA,NA,NA,NA,23.5,4.7,0.94
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_CR24-16_42",2,42,5,6,"test"," (Operator: lizbethpino, Time: )","CR24-16","test",1.058823529,0,1.058823529,NA,1.058823529,NA,NA,1.058823529,3.577777778,175.6666667,15.55555556,NA,NA,0.583333333,NA,NA,25,175.6666667,NA,NA,NA,NA,NA,NA,23,3.5777777788,0.556543210070124
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_CR25-4_32",2,32,4,5,"test"," (Operator: lizbethpino, Time: )","CR25-4","test",1,0.333333333,1,NA,1,NA,NA,1,3.344444444,83,15.55555556,NA,NA,0.5,NA,NA,25,235,NA,NA,NA,NA,NA,NA,21.5,3.3444444454,0.520246913659753
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","CR60B-10","2021100MDAYT_phuy_rep2_CR60B-10_77",2,77,9,5,"test"," (Operator: lizbethpino, Time: )","CR60B10","test",1,4.333333333,1,NA,1,NA,NA,1,4.16,45,20,NA,NA,0.36,NA,NA,25,234.3333333,NA,NA,NA,NA,NA,NA,20.8,4.16,0.832
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_HL-S11_5",2,5,1,5,"check"," (Operator: lizbethpino, Time: )","HL-S11","test",4,0,1.05,NA,1.647058824,NA,NA,4,4.728888889,150,16.88888889,NA,NA,0.539007092,NA,NA,25,150,NA,NA,NA,NA,NA,NA,28,4.7288888892,0.798656790194765
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_HL-S14_33",2,33,4,6,"test"," (Operator: lizbethpino, Time: )","HL-S14","test",4,0.666666667,1.210526316,NA,1.833333333,NA,NA,4,4.2,81.33333333,23.33333333,NA,NA,0.668789809,NA,NA,25,170.6666667,NA,NA,NA,NA,NA,NA,18,4.1999999994,0.97999999986
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_HLS15_13",2,13,2,4,"test"," (Operator: lizbethpino, Time: )","HLS15","test",4,0,1.1,NA,1.15,NA,NA,4,3.377777778,155.3333333,17.77777778,NA,NA,0.666666667,NA,NA,25,155.3333333,NA,NA,NA,NA,NA,NA,19,3.3777777782,0.600493827275062
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","92/0057,920057,I920057,TMS 92/0057,TMS920057,TMS-I920057","2021100MDAYT_phuy_rep2_IITA-TMS-IBA920057_31",2,31,4,4,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA920057","test",1,0,1,NA,1,NA,NA,1,4.420888889,282.3333333,21.77777778,NA,NA,0.466666667,NA,NA,25,282.3333333,NA,NA,NA,NA,NA,NA,20.3,4.42088888934,0.962771358147131
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","97/2205,I972205,TMS 97/2205,TMS972205,TMS-I972205","2021100MDAYT_phuy_rep2_IITA-TMS-IBA972205_15",2,15,2,6,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA972205","test",1,1.333333333,1,NA,1,NA,NA,1,1.444444444,124.3333333,11.11111111,NA,NA,0.609756098,NA,NA,25,204.3333333,NA,NA,NA,NA,NA,NA,13,1.4444444443,0.160493827095062
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","97/2205,I972205,TMS 97/2205,TMS972205,TMS-I972205","2021100MDAYT_phuy_rep2_IITA-TMS-IBA972205_23",2,23,3,5,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA972205","test",1,0.333333333,1,NA,1,NA,NA,1,3.54,29.33333333,26.22222222,NA,NA,0.702380952,NA,NA,25,146,NA,NA,NA,NA,NA,NA,13.5,3.5399999997,0.928266666588
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2021100MDAYT_phuy_rep2_IITA-TMS-IBA980581_4",2,4,1,4,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA980581","test",1,0,1,NA,1,NA,NA,1,3.898222222,192.6666667,21.77777778,NA,NA,0.620253165,NA,NA,25,192.6666667,NA,NA,NA,NA,NA,NA,17.9,3.89822222262,0.848946172877738
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_KM140_51",2,51,6,6,"check"," (Operator: lizbethpino, Time: )","KM140","test",4,0,1.222222222,NA,1.705882353,NA,NA,4,4.472222222,179.6666667,25.55555556,NA,NA,0.741935484,NA,NA,25,179.6666667,NA,NA,NA,NA,NA,NA,17.5,4.472222223,1.14290123470988
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_KM419_41",2,41,5,5,"check"," (Operator: lizbethpino, Time: )","KM419","test",2.4,1,1.9,NA,2,NA,NA,2.4,3.671111111,103,15.55555556,NA,NA,0.583333333,NA,NA,25,138,NA,NA,NA,NA,NA,NA,23.6,3.67111111216,0.571061728540938
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_KM505-4_6",2,6,1,6,"test"," (Operator: lizbethpino, Time: )","KM505-4","test",4,0,1.2,NA,1.526315789,NA,NA,4,4,150.3333333,22.22222222,NA,NA,0.666666667,NA,NA,25,150.3333333,NA,NA,NA,NA,NA,NA,18,3.9999999996,0.8888888888
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_KM505-54_60",2,60,7,6,"test"," (Operator: lizbethpino, Time: )","KM505-54","test",3.105263158,0,1.105263158,NA,1.315789474,NA,NA,3.105263158,5.201777778,160.6666667,34.22222222,NA,NA,0.773869347,NA,NA,25,160.6666667,NA,NA,NA,NA,NA,NA,15.2,5.20177777744,1.78016395057774
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_KM94-1_69",2,69,8,6,"test"," (Operator: lizbethpino, Time: )","KM94-1","test",2.684210526,0.333333333,1.105263158,NA,1,NA,NA,2.684210526,6.176666667,131,24.22222222,NA,NA,0.707792208,NA,NA,25,167.3333333,NA,NA,NA,NA,NA,NA,25.5,6.1766666661,1.49612592586941
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_KM94_58",2,58,7,4,"check"," (Operator: lizbethpino, Time: )","KM94","test",2.1,0,1.05,NA,1.15,NA,NA,2.1,8.88,198.6666667,32.88888889,NA,NA,0.678899083,NA,NA,25,198.6666667,NA,NA,NA,NA,NA,NA,27,8.8800000003,2.920533333432
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen","GBAZEKOUTE,OBAMA,TME 419","2021100MDAYT_phuy_rep2_TMEB419_24",2,24,3,6,"test"," (Operator: lizbethpino, Time: )","TMEB419","test",1.210526316,0.333333333,1,NA,1,NA,NA,1.210526316,7.644444444,72.33333333,35.55555556,NA,NA,0.666666667,NA,NA,25,231.3333333,NA,NA,NA,NA,NA,NA,21.5,7.6444444454,2.71802469153975
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_VN19-1432_67",2,67,8,4,"test"," (Operator: lizbethpino, Time: )","VN19-1432","test",1.058823529,1.333333333,1,NA,1.117647059,NA,NA,1.058823529,4.181333333,141,21.77777778,NA,NA,0.521276596,NA,NA,25,264.3333333,NA,NA,NA,NA,NA,NA,19.2,4.18133333376,0.910601481501808
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_VN19-1572_50",2,50,6,5,"test"," (Operator: lizbethpino, Time: )","VN19-1572","test",1.368421053,1.666666667,1,NA,1.105263158,NA,NA,1.368421053,2.76,78,12,NA,NA,0.473684211,NA,NA,25,235.3333333,NA,NA,NA,NA,NA,NA,23,2.76,0.3312
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_VN19-1805_40",2,40,5,4,"test"," (Operator: lizbethpino, Time: )","VN19-1805","test",1.166666667,1,1.052631579,NA,1,NA,NA,1.166666667,1.6,102,8.888888889,NA,NA,0.470588235,NA,NA,25,211,NA,NA,NA,NA,NA,NA,18,1.60000000002,0.142222222224
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_VN19-2741_59",2,59,7,5,"test"," (Operator: lizbethpino, Time: )","VN19-2741","test",1.75,0,1,NA,1.15,NA,NA,1.75,4.324444444,178.6666667,31.11111111,NA,NA,0.666666667,NA,NA,25,178.6666667,NA,NA,NA,NA,NA,NA,13.9,4.32444444429,1.34538271586306
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep2_VN19-442_78",2,78,9,6,"test"," (Operator: lizbethpino, Time: )","VN19-442","test",1.466666667,0,1.125,NA,1,NA,NA,1.466666667,3.888888889,226.6666667,22.22222222,NA,NA,0.657894737,NA,NA,25,226.6666667,NA,NA,NA,NA,NA,NA,17.5,3.8888888885,0.864197530802469
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep3_AR18-1_52",3,52,6,7,"test"," (Operator: lizbethpino, Time: )","AR18-1","test",1,2,1,NA,1,NA,NA,1,1.966666667,217.6666667,11.11111111,NA,NA,0.462962963,NA,NA,25,214.3333333,NA,NA,NA,NA,NA,NA,17.7,1.96666666647,0.218518518533704
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep3_AR35-1_7",3,7,1,7,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",1,2.333333333,1.052631579,NA,1,NA,NA,1,4.6,142.3333333,25.55555556,NA,NA,0.58974359,NA,NA,25,223.6666667,NA,NA,NA,NA,NA,NA,18,4.6000000008,1.17555555576
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep3_AR9-48_43",3,43,5,7,"test"," (Operator: lizbethpino, Time: )","AR9-48","test",1,0,1,NA,1,NA,NA,1,4.373333333,241,17.77777778,NA,NA,0.526315789,NA,NA,25,241,NA,NA,NA,NA,NA,NA,24.6,4.37333333388,0.777481481519407
2021,"2021100MDAYT_phuy","2021100MDAYT_phuy",3,5,"2021-January-27","2021-December-01","Phu Yen",NA,"2021100MDAYT_phuy_rep3_AR9-63_18",3,18,2,9,"test"," (Operator: lizbethpino, Time: )","AR9-63","test",1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
